"movie_name","movie_url","movie_opening","movie_weekend","movie_firstweek","movie_total","movie_total_worldwide","movie_genre","movie_movierelease","movie_director","movie_director_url","movie_banner","movie_producer","movie_stars","movie_details"
"Raid","https://www.bollywoodmdb.com/movies/raid/16374",": 10.04 cr",": 41.01 cr",": 63.05 cr",": 101.54 cr",": 142.73 cr","Crime, Thriller","16 March, 2018 | 2 hrs 8 mins","Rajkumar Gupta","https://www.bollywoodmdb.com/celebrities/rajkumar-gupta/9615","Banner : T-Series Super Cassettes Industries Ltd., Panorama Studios","Producer : Bhushan Kumar , Krishan Kumar, Kumar Mangat Pathak","Star : Ajay Devgn , Ileana D'cruz, Saurabh Shukla","An Income Tax Officer seizes the bungalow of one of the most powerful and corrupt politicians in Lucknow and conducts one of the longest running raids India ever witnessed."
"Hate Story IV","https://www.bollywoodmdb.com/movies/hate-story-4/16263",": 3.76 cr",": 12.57 cr",": 20.04 cr",": 20.04 cr",": 26 cr","Thriller","09 March, 2018 | 2 hrs 11 mins","Vishal Pandya","https://www.bollywoodmdb.com/celebrities/vishal-pandya/22562","Banner : T-Series Super Cassettes Industries Ltd.","Producer : Krishan Kumar , Bhushan Kumar","Star : Urvashi Rautela , Vivan Bhatena, Karan Wahi",""
"Pari","https://www.bollywoodmdb.com/movies/pari/16323",": 4.36 cr",": 15.34 cr",": 22.75 cr",": 22.75 cr",": 40.31 cr","Horror","02 March, 2018 | 2 hrs 17 mins","Prosit Roy","https://www.bollywoodmdb.com/celebrities/prosit-roy/34989","Banner : Clean Slate Films, KriArj Entertainment, Kyta Productions","Producer : Anushka Sharma , Karnesh Sharma, KriArj Entertainment","Star : Anushka Sharma , Parambrata Chattopadhyay, Rajat Kapoor","Pari is a supernatural horror film in which a man attempts to help a woman named Ruksana, an abuse victim, who he found chained up in a hut."
"Welcome To New York","https://www.bollywoodmdb.com/movies/boom-boom-in-new-york/16432",": 01.00 cr",": 03.00 cr",": 03.00 cr",": 03.00* cr",": 4 cr","Comedy","23 February, 2018 | 2 hrs 4 mins","Chakri Toleti","https://www.bollywoodmdb.com/celebrities/chakri-toleti/35062","Banner : Pooja Entertainment India Ltd., WIZ Films","Producer : Vashu Bhagnani , Jackky Bhagnani, Deepshikha Deshmukh","Star : Sonakshi Sinha , Diljit Dosanjh, Karan Johar",""
"Sonu Ke Titu Ki Sweety","https://www.bollywoodmdb.com/movies/luv-ranjan-bhushan-kumar-s-next/16256",": 6.42 cr",": 26.57 cr",": 45.94 cr",": 108.71 cr",": 148.48 cr","Comedy","23 February, 2018 | 2 hrs 20 mins","Luv Ranjan","https://www.bollywoodmdb.com/celebrities/luv-ranjan/25277","Banner : Luv Films, T-Series","Producer : Ankur Garg , Luv Ranjan, Bhushan Kumar","Star : Kartik Aaryan , Nushrat Bharucha, Sunny Singh Nijjar","Titu is going to marry a perfect woman named Sweety. Titu's best-friend Sonu doubts Sweety's character and tries to break the marriage while Sweety tries to do opposite and which leads to war between Bromance and Romance."
"Aiyaary","https://www.bollywoodmdb.com/movies/aiyaary/16313",": 3.36 cr",": 11.70 cr",": 16.14 cr",": 17.79 cr",": 29.23 cr","Action, Thriller","16 February, 2018 | 2 hrs 40 mins","Neeraj Pandey","https://www.bollywoodmdb.com/celebrities/neeraj-pandey/24309","Banner : Reliance Entertainment, A Friday Filmworks, Plan C Studios","Producer : Shital Bhatia , Dhaval Gada, Aksshay Gada","Star : Siddharth Malhotra , Manoj Bajpai, Rakul Preet","A recent stint in surveillance causes a military intelligence officer to go rogue with highly sensitive data related to his organization, while his mentor, a colonel, tries to catch him before time runs out completely."
"Pad Man","https://www.bollywoodmdb.com/movies/padman/16278",": 10.26 cr",": 40.05 cr",": 62.87 cr",": 80 cr",": 120.56 cr","Social","09 February, 2018 | 2 hrs 20 mins","R. Balki","https://www.bollywoodmdb.com/celebrities/r-balki/12359","Banner : Mrs Funnybones Movies, KriArj Entertainment, Hope Productions","Producer : Twinkle Khanna , Prernaa Arora, Arjun N. Kapoor","Star : Akshay Kumar , Radhika Apte, Sonam Kapoor","Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India."
"Padmaavat","https://www.bollywoodmdb.com/movies/padmavati/16249",": 24 cr",": 114 cr",": 166.50 cr",": 300.26 cr",": 585 cr","Historical, Drama, Action","25 January, 2018 | 2 hrs 43 mins","Sanjay Leela Bhansali","https://www.bollywoodmdb.com/celebrities/sanjay-leela-bhansali/614","Banner : Viacom18 Motion Pictures, Bhansali Productions","Producer : Sanjay Leela Bhansali , Sudhanshu Vats, Ajit Andhare","Star : Deepika Padukone , Shahid Kapoor, Ranveer Singh","A group of fearless Rajput women self-immolates themselves to save their dignity and honor from atrocious Sultan Alauddin Khilji."
"1921","https://www.bollywoodmdb.com/movies/1921/16349",": 1.56 cr",": 6.45 cr",": 11.58 cr",": 15.67 cr",": 23.40 cr","Horror","12 January, 2018 | 2 hrs 24 mins","Vikram Bhatt","https://www.bollywoodmdb.com/celebrities/vikram-bhatt/5243","Banner : Reliance Entertainment, Motion Picture Capital","Producer : Reliance Entertainment , Vikram Bhatt","Star : Zarine Khan , Karan Kundra, Vikram Bhatt","A young Indian boy, who visits London to study music, is terrified to know that the manor is he living in is haunted. Rose is able to feel and talk to spirits, so she decides to help him in his ordeal."
"Kaalakaandi","https://www.bollywoodmdb.com/movies/kaalagandi/16251",": 1.25 cr",": 3.85 cr",": 5.77 cr",": 5.77 cr",": 6.5 cr","Drama","12 January, 2018 | 1 hrs 52 mins","Akshat Verma","https://www.bollywoodmdb.com/celebrities/akshat-verma/34691","Banner : Cinestaan Film Company, Flying Unicorn Entertainment","Producer : Rohit Khattar , Ashi Dua","Star : Saif Ali Khan , Sobhita Dhulipala, Akshay Oberoi","The film revolves around the lives of 6 people and how in just one night they screw up things for themselves."
"Mukkabaaz","https://www.bollywoodmdb.com/movies/mukkabaaz/16361",": 0.82 cr",": 4.04 cr",": 6.73 cr",": 8.87 cr",": 13 cr","Drama, Sports","12 January, 2018 | 2 hrs 35 mins","Anurag Kashyap","https://www.bollywoodmdb.com/celebrities/anurag-kashyap/4210","Banner : Eros International, Phantom Productions, Colour Yellow Productions Pvt Ltd","Producer : Aanand L Rai , Madhu Mantena, Vikramaditya Motwane","Star : Vineet Kumar Singh , Zoya Hussain, Jimmy Shergill","A Bareilly based boxer wants to play at state and national level, but the powerful senior boxer won't let it happen due to his hurt ego."
"Tiger Zinda Hai","https://www.bollywoodmdb.com/movies/tiger-zinda-hai/16234",": 34.10 cr",": 114.93 cr",": 206.04 cr",": 339.16 cr",": 558 cr","Action, Thriller","22 December, 2017 | 2 hrs 41 mins","Ali Abbas Zafar","https://www.bollywoodmdb.com/celebrities/ali-abbas-zafar/23837","Banner : Yash Raj Films","Producer : Aditya Chopra","Star : Salman Khan , Katrina Kaif, Sajjad Delafrooz","Tiger and Zoya return to rescue 40 nurses held hostage by Abu Usman, the head of terrorist organization ISC."
"Fukrey Returns","https://www.bollywoodmdb.com/movies/fukrey-returns/16308",": 8.10 cr",": 32.20 cr",": 50.55 cr",": 80.13 cr",": 101.78 cr","Comedy","08 December, 2017 | 2 hrs 11 mins","Mrigdeep Singh Lamba","https://www.bollywoodmdb.com/celebrities/mrigdeep-singh-lamba/28277","Banner : Excel Entertainment","Producer : Ritesh Sidhwani , Farhan Akhtar","Star : Richa Chadda , Pulkit Samrat, Varun Sharma","Lady don, Bholi Punjaban, is out from jail and now she wants Rs.10 crores from the four fukras, so that she could give the money to the powerful politician who arranged her release from prison."
"Firangi","https://www.bollywoodmdb.com/movies/firangi/16292",": 1.85 cr",": 6.60 cr",": 9.50 cr",": 9.50 cr",": 10.30 cr","Comedy","01 December, 2017 | 2 hrs 40 mins","Rajiev Dhingra","https://www.bollywoodmdb.com/celebrities/rajiev-dhingra/35531","Banner : K9 Films","Producer : Kapil Sharma","Star : Kapil Sharma , Ishita Dutta, Monica Gill","An unemployed village boy during the British Raj gets a job in the British police force. But instead of bringing happiness, the new job gets him into a whirlpool of several problems."
"Tumhari Sulu","https://www.bollywoodmdb.com/movies/tumhari-sulu/16264",": 2.87 cr",": 12.87 cr",": 19.78 cr",": 34.14 cr",": 50.80 cr","Comedy, Drama","17 November, 2017 | 2 hrs 20 mins","Suresh Triveni","https://www.bollywoodmdb.com/celebrities/suresh-triveni/34736","Banner : Ellipsis Entertainment, T-Series Super Cassettes Industries Ltd.","Producer : Bhushan Kumar , Krishan Kumar, Tanuj Garg","Star : Vidya Balan , Manav Kaul, Neha Dhupia","Middle-class Sulu wants to live life to the hilt, so she becomes a late night Radio jockey to add spice to her dull life and earn some extra money."
"Aksar 2","https://www.bollywoodmdb.com/movies/aksar-2/16355",": 0.80 cr",": 2.90 cr",": 5.30 cr",": 5.60 cr",": 11 cr","Thriller","17 November, 2017 | 1 hrs 57 mins","Anant Mahadevan","https://www.bollywoodmdb.com/celebrities/anant-mahadevan/4213","Banner : Siddhi Vinayak Creations","Producer : Narendra Bajaj , Chirag Bajaj","Star : Zarine Khan , Gautam Rode, Abhinav Shukla","A bunch of people uses their whole bag of tricks to obtain possession of the property of an ill and aging woman called Dolly Khambatta, without realizing that their avarice can lead them to destructive consequences."
"Qarib Qarib Singlle","https://www.bollywoodmdb.com/movies/qareeb-qareeb-single/16383",": 1.75 cr",": 8.30 cr",": 12.15 cr",": 12.15 cr",": 17 cr","Comedy, Romance","10 November, 2017 | 2 hrs 5 mins","Tanuja Chandra","https://www.bollywoodmdb.com/celebrities/tanuja-chandra/5211","Banner : Jar Pictures, Zee Studios","Producer : Zee Studios , Sutapa Sikdar, Shailja Kejriwal","Star : Irrfan Khan , Parvathy, Neha Dhupia","Two diametrically opposite people find love on their way to meeting their excess in various different parts of the county."
"Ittefaq","https://www.bollywoodmdb.com/movies/ittefaq/16298",": 4.05 cr",": 16.05 cr",": 23.65 cr",": 27.40 cr",": 51.47 cr","Thriller","03 November, 2017 | 1 hrs 47 mins","Abhay Chopra","https://www.bollywoodmdb.com/celebrities/abhay-chopra/6212","Banner : B R Films, Dharma Productions, Red Chillies Entertainment","Producer : Renu Ravi Chopra , Hiroo Johar, Gauri Khan","Star : Siddharth Malhotra , Sonakshi Sinha, Akshaye Khanna","In a rainy night in Mumbai, the police find two dead bodies and, surprisingly, there are two prime suspects in what once seemed like an open-and-shut case."
"Golmaal Again","https://www.bollywoodmdb.com/movies/golmaal-4/15270",": 30.14 cr",": 87.60 cr",": 136.07 cr",": 205.52 cr",": 309.37 cr","Comedy","20 October, 2017 | 2 hrs 31 mins","Rohit Shetty","https://www.bollywoodmdb.com/celebrities/rohit-shetty/4858","Banner : Reliance Entertainment","Producer : Rohit Shetty","Star : Ajay Devgn , Parineeti Chopra, Arshad Warsi","A bunch of ex-friends, keeping their all differences aside, join hands to save the orphanage where they had spent some most memorable moments of their lives."
"Secret Superstar","https://www.bollywoodmdb.com/movies/secret-superstar/16224",": 4.80 cr",": 31.10 cr",": 41.59 cr",": 59.34 cr",": 547 cr","Drama, Musical","19 October, 2017 | 2 hrs 30 mins","Advait Chandan","https://www.bollywoodmdb.com/celebrities/advait-chandan/25097","Banner : Zee Studios, Aamir Khan Productions","Producer : Aamir Khan , Kiran Rao, Zee Studios","Star : Zaira Wasim , Meher Vij, Raj Arjun","A girl, who hails from a conservative Muslim family, has only one dream in her eyes - to become a singer. When her father does not value and support her dream, she takes to YouTube and becomes an overnight star."
"Chef","https://www.bollywoodmdb.com/movies/chef/16170",": 1.05 cr",": 4 cr",": 5.60 cr",": 6.37 cr",": 5 cr","Drama","06 October, 2017 | 2 hrs 13 mins","Raja Krishna Menon","https://www.bollywoodmdb.com/celebrities/raja-krishna-menon/32744","Banner : T-Series","Producer : Krishan Kumar , Vikram Malhotra, Janani Ravichandran","Star : Saif Ali Khan , Padmapriya, Svar Kamble","The story of a man who left his career to follow his passion and to reunite with the most important people in life, his family."
"Judwaa 2","https://www.bollywoodmdb.com/movies/judwaa-2/14627",": 16.10 cr",": 59.25 cr",": 98.08 cr",": 138.47 cr",": 215 cr","Comedy","29 September, 2017 | 2 hrs 30 mins","David Dhawan","https://www.bollywoodmdb.com/celebrities/david-dhawan/4384","Banner : Nadiadwala Grandson Entertainment, Fox Star Studios","Producer : Sajid Nadiadwala","Star : Varun Dhawan , Jacqueline Fernandez, Taapsee Pannu","Twins Raja and Prem separate right after their birth and meet as grown-ups to take revenge from a high profile criminal who had stolen the former from the hospital because their father had helped the police in arresting him in a smuggling case."
"Newton","https://www.bollywoodmdb.com/movies/newton/16288",": 0.96 cr",": 6.90 cr",": 11.83 cr",": 22.79 cr",": 65 cr","Comedy, Drama","22 September, 2017 | 1 hrs 47 mins","Amit Masurkar","https://www.bollywoodmdb.com/celebrities/amit-masurkar/27166","Banner : Eros International, Colour Yellow Productions Pvt Ltd, Drishyam Films","Producer : Manish Mundra","Star : Rajkummar Rao , Pankaj Tripathi, Anjali Patil","Nutan Kumar aka Newton, a newly recruited government employee gives his all to fulfil his responsibility of carrying out fair election in a Naxal hit area."
"Bhoomi","https://www.bollywoodmdb.com/movies/bhoomi/16260",": 2.25 cr",": 7.48 cr",": 10.28 cr",": 10.63 cr",": 15.68 cr","Drama","22 September, 2017 | 2 hrs 15 mins","Omung Kumar","https://www.bollywoodmdb.com/celebrities/omung-kumar/13163","Banner : T-Series Super Cassettes Industries Ltd., Legend Studios","Producer : Sandeep Singh , Bhushan Kumar, Krishan Kumar","Star : Sanjay Dutt , Aditi Rao Hydari, Sharad Kelkar","A gory revenge tale of father and daughter, who seeks redemption for the injustice for caused by the Dhaulia!"
"Haseena Parkar","https://www.bollywoodmdb.com/movies/haseena-the-queen-of-mumbai/16088",": 1.87 cr",": 6.10 cr",": 8 cr",": 8.03 cr",": 9 cr","Biographical, Crime","22 September, 2017 | 2 hrs 4 mins","Apoorva Lakhia","https://www.bollywoodmdb.com/celebrities/apoorva-lakhia/4198","Banner : Swiss Entertainment Pvt. Ltd.","Producer : Nahid Khan","Star : Shraddha Kapoor , Siddhanth Kapoor, Ankur Bhatia","The biographical film on the life of Haseena Parkar who managed the underworld business of her gangster brother Dawood Ibrahim."
"Lucknow Central","https://www.bollywoodmdb.com/movies/lucknow-central/16267",": 2.04 cr",": 8.42 cr",": 10.42 cr",": 11.20 cr",": 16.95 cr","Thriller","15 September, 2017 | 2 hrs 27 mins","Ranjit Tiwari","https://www.bollywoodmdb.com/celebrities/ranjit-tiwari/29193","Banner : Viacom18 Motion Pictures, Emmay Entertainment Pvt. Ltd","Producer : Monisha Advani , Nikhil Advani, Viacom18 Motion Pictures","Star : Farhan Akhtar , Diana Penty, Deepak Dobriyal","Kishen is wrongly framed in a murder case and sent to Lucknow Central where he plans to escape with the help of jail inmates."
"Simran","https://www.bollywoodmdb.com/movies/simran/16090",": 2.77 cr",": 10.65 cr",": 15.48 cr",": 17.26 cr",": 27.69 cr","Drama","15 September, 2017 | 2 hrs 4 mins","Hansal Mehta","https://www.bollywoodmdb.com/celebrities/hansal-mehta/4454","Banner : T-Series Super Cassettes Industries Ltd., Karma Features Pvt. Ltd.","Producer : Bhushan Kumar , Shailesh R. Singh, Amit Agarwal","Star : Kangana Ranaut , Sohum Shah, Rupinder Nagra","The bittersweet tale of a 30-year old Gujarati girl Praful Patel who turns to gambling and robbery due to unforeseen circumstances haunting her."
"Poster Boys","https://www.bollywoodmdb.com/movies/poster-boys/16269",": 1.75 cr",": 7.25 cr",": 11.20 cr",": 12.73 cr",": 18.61 cr","Comedy","08 September, 2017 | 2 hrs 11 mins","Shreyas Talpade","https://www.bollywoodmdb.com/celebrities/shreyas-talpade/664","Banner : Sony Pictures Networks Productions, Sunny Sounds Pvt Ltd, Affluence Movies Pvt. Ltd.","Producer : Sony Pictures Networks Productions , Sunny Sounds Pvt Ltd, Shreyas Talpade","Star : Sunny Deol , Bobby Deol, Shreyas Talpade","Jaagavar Chaudhary, Vinay Sharma, and Arjun Singh's embarrassment knows no bounds when, on an unfortunate day, they find their pictures on posters promoting vasectomy. How they prove to the world that they haven't gone under the knife is what forms the crux of the story."
